year,state,region,fao,common_name,sub_group,isscaap,major_group,type,count,count_metric,weight,weight_metric,bushels,usd_value_2018inflation,tonnes
1986,California,Pacific,"Pacific, Northeast",eastern oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1986,California,Pacific,"Pacific, Northeast",european flat oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1986,California,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1986,California,Pacific,"Pacific, Northeast",mussels,mussel,Mussels,mollusc,food,NA,number harvested,,NA,NA,NA,152.4
1986,California,Pacific,"Pacific, Northeast",olympia oyster (native),oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1986,California,Pacific,"Pacific, Northeast",pacific oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,134.6
1987,California,Pacific,"Pacific, Northeast",abalone,abalone,Abalone,mollusc,food,NA,number harvested,,NA,NA,NA,0
1987,California,Pacific,"Pacific, Northeast",clams,clam,"Clams, cockles, arkshells",mollusc,food,NA,number harvested,,NA,NA,NA,0
1987,California,Pacific,"Pacific, Northeast",eastern oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1987,California,Pacific,"Pacific, Northeast",european flat oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1987,California,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1987,California,Pacific,"Pacific, Northeast",mussels,mussel,Mussels,mollusc,food,NA,number harvested,,NA,NA,NA,12.33
1987,California,Pacific,"Pacific, Northeast",olympia oyster (native),oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1987,California,Pacific,"Pacific, Northeast",pacific oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,187.44
1988,California,Pacific,"Pacific, Northeast",abalone,abalone,Abalone,mollusc,food,NA,number harvested,,NA,NA,NA,3.29
1988,California,Pacific,"Pacific, Northeast",clams,clam,"Clams, cockles, arkshells",mollusc,food,NA,number harvested,,NA,NA,NA,0
1988,California,Pacific,"Pacific, Northeast",eastern oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1988,California,Pacific,"Pacific, Northeast",european flat oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1988,California,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1988,California,Pacific,"Pacific, Northeast",mussels,mussel,Mussels,mollusc,food,NA,number harvested,,NA,NA,NA,38.3
1988,California,Pacific,"Pacific, Northeast",olympia oyster (native),oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1988,California,Pacific,"Pacific, Northeast",pacific oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,198.54
1989,California,Pacific,"Pacific, Northeast",abalone,abalone,Abalone,mollusc,food,NA,number harvested,,NA,NA,NA,0
1989,California,Pacific,"Pacific, Northeast",clams,clam,"Clams, cockles, arkshells",mollusc,food,NA,number harvested,,NA,NA,NA,0
1989,California,Pacific,"Pacific, Northeast",eastern oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1989,California,Pacific,"Pacific, Northeast",european flat oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1989,California,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1989,California,Pacific,"Pacific, Northeast",mussels,mussel,Mussels,mollusc,food,NA,number harvested,,NA,NA,NA,37.07
1989,California,Pacific,"Pacific, Northeast",olympia oyster (native),oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1989,California,Pacific,"Pacific, Northeast",pacific oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,189.47
1990,California,Pacific,"Pacific, Northeast",abalone,abalone,Abalone,mollusc,food,NA,number harvested,,NA,NA,NA,0
1990,California,Pacific,"Pacific, Northeast",clams,clam,"Clams, cockles, arkshells",mollusc,food,NA,number harvested,,NA,NA,NA,0
1990,California,Pacific,"Pacific, Northeast",eastern oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1990,California,Pacific,"Pacific, Northeast",european flat oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1990,California,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1990,California,Pacific,"Pacific, Northeast",mussels,mussel,Mussels,mollusc,food,NA,number harvested,,NA,NA,NA,10.71
1990,California,Pacific,"Pacific, Northeast",olympia oyster (native),oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1990,California,Pacific,"Pacific, Northeast",pacific oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,199.36
1991,California,Pacific,"Pacific, Northeast",abalone,abalone,Abalone,mollusc,food,NA,number harvested,,NA,NA,NA,0
1991,California,Pacific,"Pacific, Northeast",clams,clam,"Clams, cockles, arkshells",mollusc,food,NA,number harvested,,NA,NA,NA,0
1991,California,Pacific,"Pacific, Northeast",eastern oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1991,California,Pacific,"Pacific, Northeast",european flat oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1991,California,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,10.4
1991,California,Pacific,"Pacific, Northeast",mussels,mussel,Mussels,mollusc,food,NA,number harvested,,NA,NA,NA,4.12
1991,California,Pacific,"Pacific, Northeast",olympia oyster (native),oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1991,California,Pacific,"Pacific, Northeast",pacific oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,197.61
1992,California,Pacific,"Pacific, Northeast",abalone,abalone,Abalone,mollusc,food,NA,number harvested,,NA,NA,NA,0
1992,California,Pacific,"Pacific, Northeast",clams,clam,"Clams, cockles, arkshells",mollusc,food,NA,number harvested,,NA,NA,NA,0
1992,California,Pacific,"Pacific, Northeast",eastern oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1992,California,Pacific,"Pacific, Northeast",european flat oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1992,California,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,27.98
1992,California,Pacific,"Pacific, Northeast",mussels,mussel,Mussels,mollusc,food,NA,number harvested,,NA,NA,NA,8.24
1992,California,Pacific,"Pacific, Northeast",olympia oyster (native),oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1992,California,Pacific,"Pacific, Northeast",pacific oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,225.34
1993,California,Pacific,"Pacific, Northeast",abalone,abalone,Abalone,mollusc,food,NA,number harvested,,NA,NA,NA,0
1993,California,Pacific,"Pacific, Northeast",clams,clam,"Clams, cockles, arkshells",mollusc,food,NA,number harvested,,NA,NA,NA,2.06
1993,California,Pacific,"Pacific, Northeast",eastern oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1993,California,Pacific,"Pacific, Northeast",european flat oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1993,California,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,1.35
1993,California,Pacific,"Pacific, Northeast",mussels,mussel,Mussels,mollusc,food,NA,number harvested,,NA,NA,NA,35.01
1993,California,Pacific,"Pacific, Northeast",olympia oyster (native),oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1993,California,Pacific,"Pacific, Northeast",pacific oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,233.44
1994,California,Pacific,"Pacific, Northeast",abalone,abalone,Abalone,mollusc,food,NA,number harvested,,NA,NA,NA,0
1994,California,Pacific,"Pacific, Northeast",clams,clam,"Clams, cockles, arkshells",mollusc,food,NA,number harvested,,NA,NA,NA,2.06
1994,California,Pacific,"Pacific, Northeast",eastern oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1994,California,Pacific,"Pacific, Northeast",european flat oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1994,California,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,6.53
1994,California,Pacific,"Pacific, Northeast",mussels,mussel,Mussels,mollusc,food,NA,number harvested,,NA,NA,NA,43.25
1994,California,Pacific,"Pacific, Northeast",olympia oyster (native),oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1994,California,Pacific,"Pacific, Northeast",pacific oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,224.13
1995,California,Pacific,"Pacific, Northeast",abalone,abalone,Abalone,mollusc,food,NA,number harvested,,NA,NA,NA,0
1995,California,Pacific,"Pacific, Northeast",clams,clam,"Clams, cockles, arkshells",mollusc,food,NA,number harvested,,NA,NA,NA,4.12
1995,California,Pacific,"Pacific, Northeast",eastern oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1995,California,Pacific,"Pacific, Northeast",european flat oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1995,California,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,6.27
1995,California,Pacific,"Pacific, Northeast",mussels,mussel,Mussels,mollusc,food,NA,number harvested,,NA,NA,NA,115.33
1995,California,Pacific,"Pacific, Northeast",olympia oyster (native),oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,0
1995,California,Pacific,"Pacific, Northeast",pacific oyster,oyster,Oysters,mollusc,food,NA,number harvested,,NA,NA,NA,158.49
1996,California,Pacific,"Pacific, Northeast",abalone,abalone,Abalone,mollusc,food,NA,NA,NA,NA,NA,NA,39.13043478
1996,California,Pacific,"Pacific, Northeast",clams,clam,"Clams, cockles, arkshells",mollusc,food,NA,number harvested,,NA,NA,NA,NA
1996,California,Pacific,"Pacific, Northeast",eastern oyster,oyster,Oysters,mollusc,food,NA,number harvested,1350,lbs,NA,8899.20,0.61
1996,California,Pacific,"Pacific, Northeast",european flat oyster,oyster,Oysters,mollusc,food,NA,number harvested,1003,lbs,NA,6609.60,0.45
1996,California,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,NA,number harvested,397,lbs,NA,3376.00,0.18
1996,California,Pacific,"Pacific, Northeast",manila clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,number harvested,8330,lbs,NA,31321.60,3.78
1996,California,Pacific,"Pacific, Northeast",mussels,mussel,Mussels,mollusc,food,NA,number harvested,671821,lbs,NA,1173422.40,304.73
1996,California,Pacific,"Pacific, Northeast",native oyster,oyster,Oysters,mollusc,food,0,number harvested,0,lbs,NA,0.00,0
1996,California,Pacific,"Pacific, Northeast",pacific oyster,oyster,Oysters,mollusc,food,NA,number harvested,1201872,lbs,NA,6121705.60,545.16
1997,California,Pacific,"Pacific, Northeast",abalone,abalone,Abalone,mollusc,food,NA,NA,NA,NA,NA,NA,115.3318078
1997,California,Pacific,"Pacific, Northeast",clams,clam,"Clams, cockles, arkshells",mollusc,food,NA,number harvested,NA,lbs,NA,NA,NA
1997,California,Pacific,"Pacific, Northeast",eastern oyster,oyster,Oysters,mollusc,food,NA,number harvested,1711,lbs,NA,11033.25,0.78
1997,California,Pacific,"Pacific, Northeast",european flat oyster,oyster,Oysters,mollusc,food,NA,number harvested,903,lbs,NA,5820.24,0.41
1997,California,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,NA,number harvested,344,lbs,NA,2863.95,0.16
1997,California,Pacific,"Pacific, Northeast",manila clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,number harvested,25393,lbs,NA,93389.81,11.52
1997,California,Pacific,"Pacific, Northeast",mussels,mussel,Mussels,mollusc,food,NA,number harvested,554827,lbs,NA,964166.77,251.67
1997,California,Pacific,"Pacific, Northeast",native oyster,oyster,Oysters,mollusc,food,0,number harvested,0,lbs,NA,0.00,0
1997,California,Pacific,"Pacific, Northeast",pacific oyster,oyster,Oysters,mollusc,food,NA,number harvested,1032503,lbs,NA,5704010.28,468.34
1998,California,Pacific,"Pacific, Northeast",abalone,abalone,Abalone,mollusc,food,NA,NA,NA,NA,NA,NA,76.201373
1998,California,Pacific,"Pacific, Northeast",clams,clam,"Clams, cockles, arkshells",mollusc,food,NA,number harvested,NA,lbs,NA,NA,NA
1998,California,Pacific,"Pacific, Northeast",eastern oyster,oyster,Oysters,mollusc,food,NA,number harvested,1474,lbs,NA,9360.03,0.67
1998,California,Pacific,"Pacific, Northeast",european flat oyster,oyster,Oysters,mollusc,food,NA,number harvested,144,lbs,NA,913.81,0.07
1998,California,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,NA,number harvested,17867,lbs,NA,146475.13,8.1
1998,California,Pacific,"Pacific, Northeast",manila clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,number harvested,15604,lbs,NA,56506.93,7.08
1998,California,Pacific,"Pacific, Northeast",mussels,mussel,Mussels,mollusc,food,NA,number harvested,471501,lbs,NA,801625.12,213.87
1998,California,Pacific,"Pacific, Northeast",native oyster,oyster,Oysters,mollusc,food,0,number harvested,0,lbs,NA,0.00,0
1998,California,Pacific,"Pacific, Northeast",pacific oyster,oyster,Oysters,mollusc,food,NA,number harvested,1006922,lbs,NA,5477385.88,456.73
1999,California,Pacific,"Pacific, Northeast",abalone,abalone,Abalone,mollusc,food,NA,NA,NA,NA,NA,NA,70.0228833
1999,California,Pacific,"Pacific, Northeast",clams,clam,"Clams, cockles, arkshells",mollusc,food,NA,number harvested,NA,lbs,NA,NA,NA
1999,California,Pacific,"Pacific, Northeast",eastern oyster,oyster,Oysters,mollusc,food,NA,number harvested,802,lbs,NA,4976.11,0.36
1999,California,Pacific,"Pacific, Northeast",european flat oyster,oyster,Oysters,mollusc,food,NA,number harvested,509,lbs,NA,3163.19,0.23
1999,California,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,NA,number harvested,15895,lbs,NA,127397.26,7.21
1999,California,Pacific,"Pacific, Northeast",manila clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,number harvested,64580,lbs,NA,228706.84,29.29
1999,California,Pacific,"Pacific, Northeast",mussels,mussel,Mussels,mollusc,food,NA,number harvested,645097,lbs,NA,1073279.37,292.61
1999,California,Pacific,"Pacific, Northeast",native oyster,oyster,Oysters,mollusc,food,0,number harvested,0,lbs,NA,0.00,0
1999,California,Pacific,"Pacific, Northeast",pacific oyster,oyster,Oysters,mollusc,food,NA,number harvested,609527,lbs,NA,3242501.89,276.48
2000,California,Pacific,"Pacific, Northeast",abalone,abalone,Abalone,mollusc,food,NA,NA,NA,NA,NA,NA,164.7597254
2000,California,Pacific,"Pacific, Northeast",clams,clam,"Clams, cockles, arkshells",mollusc,food,510810,number harvested,17027,lbs,NA,124126.83,7.72
2000,California,Pacific,"Pacific, Northeast",eastern oyster,oyster,Oysters,mollusc,food,5360,number harvested,152,lbs,NA,5079.67,0.07
2000,California,Pacific,"Pacific, Northeast",european flat oyster,oyster,Oysters,mollusc,food,0,number harvested,0,lbs,NA,0.00,0
2000,California,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,1697138,number harvested,48086,lbs,NA,1608378.12,21.81
2000,California,Pacific,"Pacific, Northeast",manila clam,clam,"Clams, cockles, arkshells",mollusc,food,0,number harvested,0,lbs,NA,0.00,0
2000,California,Pacific,"Pacific, Northeast",mussels,mussel,Mussels,mollusc,food,5006760,number harvested,250338,lbs,NA,1094978.41,113.55
2000,California,Pacific,"Pacific, Northeast",native oyster,oyster,Oysters,mollusc,food,0,number harvested,0,lbs,NA,0.00,0
2000,California,Pacific,"Pacific, Northeast",pacific oyster,oyster,Oysters,mollusc,food,2977490,number harvested,153387,lbs,NA,2821766.54,69.58
2001,California,Pacific,"Pacific, Northeast",abalone,abalone,Abalone,mollusc,food,NA,NA,NA,NA,NA,NA,80.32036613
2001,California,Pacific,"Pacific, Northeast",clams,clam,"Clams, cockles, arkshells",mollusc,food,473520,number harvested,15784,lbs,NA,111987.48,7.16
2001,California,Pacific,"Pacific, Northeast",eastern oyster,oyster,Oysters,mollusc,food,6160,number harvested,175,lbs,NA,5681.68,0.08
2001,California,Pacific,"Pacific, Northeast",european flat oyster,oyster,Oysters,mollusc,food,3320,number harvested,202,lbs,NA,3062.20,0.09
2001,California,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,1398244,number harvested,39617,lbs,NA,1289670.92,17.97
2001,California,Pacific,"Pacific, Northeast",manila clam,clam,"Clams, cockles, arkshells",mollusc,food,0,number harvested,0,lbs,NA,0.00,0
2001,California,Pacific,"Pacific, Northeast",mussels,mussel,Mussels,mollusc,food,4120320,number harvested,206016,lbs,NA,877010.11,93.45
2001,California,Pacific,"Pacific, Northeast",native oyster,oyster,Oysters,mollusc,food,0,number harvested,0,lbs,NA,0.00,0
2001,California,Pacific,"Pacific, Northeast",pacific oyster,oyster,Oysters,mollusc,food,4839791,number harvested,249322,lbs,NA,4463981.02,113.09
2002,California,Pacific,"Pacific, Northeast",abalone,abalone,Abalone,mollusc,food,NA,NA,NA,NA,NA,NA,94.73684211
2002,California,Pacific,"Pacific, Northeast",clams,clam,"Clams, cockles, arkshells",mollusc,food,762330,number harvested,25411,lbs,NA,1573368.78,11.53
2002,California,Pacific,"Pacific, Northeast",eastern oyster,oyster,Oysters,mollusc,food,93420,number harvested,2647,lbs,NA,84769.31,1.2
2002,California,Pacific,"Pacific, Northeast",european flat oyster,oyster,Oysters,mollusc,food,23300,number harvested,1415,lbs,NA,21142.42,0.64
2002,California,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,1600552,number harvested,45349,lbs,NA,1452341.16,20.57
2002,California,Pacific,"Pacific, Northeast",manila clam,clam,"Clams, cockles, arkshells",mollusc,food,0,number harvested,0,lbs,NA,0.00,0
2002,California,Pacific,"Pacific, Northeast",mussels,mussel,Mussels,mollusc,food,129140,number harvested,6457,lbs,NA,27041.92,2.93
2002,California,Pacific,"Pacific, Northeast",native oyster,oyster,Oysters,mollusc,food,0,number harvested,0,lbs,NA,0.00,0
2002,California,Pacific,"Pacific, Northeast",pacific oyster,oyster,Oysters,mollusc,food,7488442,number harvested,385813,lbs,NA,6795013.25,175
2003,California,Pacific,"Pacific, Northeast",abalone,abalone,Abalone,mollusc,food,NA,NA,NA,NA,NA,NA,107.0938215
2003,California,Pacific,"Pacific, Northeast",clams,clam,"Clams, cockles, arkshells",mollusc,food,1050840,number harvested,35028,lbs,NA,239066.10,15.89
2003,California,Pacific,"Pacific, Northeast",eastern oyster,oyster,Oysters,mollusc,food,55170,number harvested,1563,lbs,NA,48950.27,0.71
2003,California,Pacific,"Pacific, Northeast",european flat oyster,oyster,Oysters,mollusc,food,31550,number harvested,1916,lbs,NA,27993.42,0.87
2003,California,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,2221810,number harvested,62952,lbs,NA,1971301.61,28.55
2003,California,Pacific,"Pacific, Northeast",manila clam,clam,"Clams, cockles, arkshells",mollusc,food,0,number harvested,0,lbs,NA,0.00,0
2003,California,Pacific,"Pacific, Northeast",mussels,mussel,Mussels,mollusc,food,126140,number harvested,6307,lbs,NA,25827.17,2.86
2003,California,Pacific,"Pacific, Northeast",native oyster,oyster,Oysters,mollusc,food,0,number harvested,0,lbs,NA,0.00,0
2003,California,Pacific,"Pacific, Northeast",pacific oyster,oyster,Oysters,mollusc,food,15347002,number harvested,790604,lbs,NA,13616628.48,358.61
2004,California,Pacific,"Pacific, Northeast",abalone,abalone,Abalone,mollusc,food,NA,NA,NA,NA,NA,NA,129.7482838
2004,California,Pacific,"Pacific, Northeast",clams,clam,"Clams, cockles, arkshells",mollusc,food,750780,number harvested,25026,lbs,NA,166297.77,11.35
2004,California,Pacific,"Pacific, Northeast",eastern oyster,oyster,Oysters,mollusc,food,155920,number harvested,4418,lbs,NA,134691.49,2
2004,California,Pacific,"Pacific, Northeast",european flat oyster,oyster,Oysters,mollusc,food,11600,number harvested,704,lbs,NA,10020.66,0.32
2004,California,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,1090840,number harvested,30907,lbs,NA,942322.13,14.02
