year,state,region,fao,common_name,sub_group,isscaap,major_group,type,count,count_metric,weight,weight_metric,bushels,usd_value_2018inflation,tonnes
1996,Maine,Atlantic,"Atlantic, Northwest",salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,22020910,whole pounds,NA,NA,9988.5
1996,Maine,Atlantic,"Atlantic, Northwest",salmon and trout,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,No Data,No Data,NA,73990257.60,NA
1996,Maine,Atlantic,"Atlantic, Northwest",trout,trout,"Salmons, trouts, smelts",finfish,food,NA,NA,72626,whole pounds,NA,NA,32.9
1997,Maine,Atlantic,"Atlantic, Northwest",atlantic salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,39694183,lbs harvested,NA,101721.95,18005
1997,Maine,Atlantic,"Atlantic, Northwest",salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,26706548,whole pounds,NA,NA,12113.9
1997,Maine,Atlantic,"Atlantic, Northwest",salmon and trout,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,No Data,No Data,NA,76904175.12,NA
1997,Maine,Atlantic,"Atlantic, Northwest",trout,trout,"Salmons, trouts, smelts",finfish,food,NA,NA,258295,whole pounds,NA,NA,117.2
1998,Maine,Atlantic,"Atlantic, Northwest",atlantic salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,31982422,lbs harvested,NA,111999.99,14507
1998,Maine,Atlantic,"Atlantic, Northwest",salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,28965124,whole pounds,NA,NA,13138.3
1998,Maine,Atlantic,"Atlantic, Northwest",salmon and trout,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,No Data,No Data,NA,93287684.97,NA
1998,Maine,Atlantic,"Atlantic, Northwest",trout,trout,"Salmons, trouts, smelts",finfish,food,NA,NA,184177,whole pounds,NA,NA,83.5
1999,Maine,Atlantic,"Atlantic, Northwest",atlantic salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,39107754,lbs harvested,NA,115752.47,17739
1999,Maine,Atlantic,"Atlantic, Northwest",salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,26826457,whole pounds,NA,NA,12168.3
1999,Maine,Atlantic,"Atlantic, Northwest",salmon and trout,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,No Data,No Data,NA,87323335.02,NA
1999,Maine,Atlantic,"Atlantic, Northwest",trout,trout,"Salmons, trouts, smelts",finfish,food,NA,NA,171945.7,whole pounds,NA,NA,78
2000,Maine,Atlantic,"Atlantic, Northwest",atlantic salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,49372465,lbs harvested,NA,144647.96,22395
2000,Maine,Atlantic,"Atlantic, Northwest",salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,36049476,whole pounds,NA,NA,16351.8
2000,Maine,Atlantic,"Atlantic, Northwest",salmon and trout,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,No Data,No Data,NA,115106697.20,NA
2000,Maine,Atlantic,"Atlantic, Northwest",trout,trout,"Salmons, trouts, smelts",finfish,food,NA,NA,240678,whole pounds,NA,NA,109.2
2001,Maine,Atlantic,"Atlantic, Northwest",atlantic salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,45787753,lbs harvested,NA,102265.10,20769
2001,Maine,Atlantic,"Atlantic, Northwest",salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,29105536,whole pounds,NA,NA,13202
2001,Maine,Atlantic,"Atlantic, Northwest",salmon and trout,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,No Data,No Data,NA,82601511.17,NA
2001,Maine,Atlantic,"Atlantic, Northwest",trout,trout,"Salmons, trouts, smelts",finfish,food,NA,NA,0,whole pounds,NA,NA,0
2002,Maine,Atlantic,"Atlantic, Northwest",atlantic salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,28073631,lbs harvested,NA,38753.13,12734
2002,Maine,Atlantic,"Atlantic, Northwest",salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,14987837,whole pounds,NA,NA,6798.4
2002,Maine,Atlantic,"Atlantic, Northwest",salmon and trout,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,No Data,No Data,NA,23643013.38,NA
2002,Maine,Atlantic,"Atlantic, Northwest",trout,trout,"Salmons, trouts, smelts",finfish,food,NA,NA,0,whole pounds,NA,NA,0
2003,Maine,Atlantic,"Atlantic, Northwest",atlantic salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,35968375,lbs harvested,NA,74604.42,16315
2003,Maine,Atlantic,"Atlantic, Northwest",salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,13243419,whole pounds,NA,NA,6007.1
2003,Maine,Atlantic,"Atlantic, Northwest",salmon and trout,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,No Data,No Data,NA,38504577.93,NA
2003,Maine,Atlantic,"Atlantic, Northwest",trout,trout,"Salmons, trouts, smelts",finfish,food,NA,NA,0,whole pounds,NA,NA,0
2004,Maine,Atlantic,"Atlantic, Northwest",atlantic salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,33349287,lbs harvested,NA,75188.15,15127
2004,Maine,Atlantic,"Atlantic, Northwest",salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,18773038,whole pounds,NA,NA,8515.3
2004,Maine,Atlantic,"Atlantic, Northwest",salmon and trout,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,No Data,No Data,NA,53142151.53,NA
2004,Maine,Atlantic,"Atlantic, Northwest",trout,trout,"Salmons, trouts, smelts",finfish,food,NA,NA,0,whole pounds,NA,NA,0
2005,Maine,Atlantic,"Atlantic, Northwest",atlantic salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,20725633,lbs harvested,NA,48237.85,9401
2005,Maine,Atlantic,"Atlantic, Northwest",blue mussel,mussel,Mussels,mollusc,food,NA,NA,1399508,whole pounds,NA,1223331.93,634.8
2005,Maine,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,1941538,# harvested,NA,NA,NA,1090962.67,NA
2005,Maine,Atlantic,"Atlantic, Northwest",salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,11602436,whole pounds,NA,NA,5262.8
2005,Maine,Atlantic,"Atlantic, Northwest",salmon and trout,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,No Data,No Data,NA,29841465.39,NA
2005,Maine,Atlantic,"Atlantic, Northwest",trout,trout,"Salmons, trouts, smelts",finfish,food,NA,NA,0,whole pounds,NA,NA,0
2006,Maine,Atlantic,"Atlantic, Northwest",atlantic salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,23115441,lbs harvested,NA,53041.10,10485
2006,Maine,Atlantic,"Atlantic, Northwest",blue mussel,mussel,Mussels,mollusc,food,NA,NA,1163763,whole pounds,NA,689685.92,527.9
2006,Maine,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,3143428,# harvested,NA,NA,NA,2258595.54,NA
2006,Maine,Atlantic,"Atlantic, Northwest",salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,10303944,whole pounds,NA,NA,4673.8
2006,Maine,Atlantic,"Atlantic, Northwest",salmon and trout,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,No Data,No Data,NA,25677428.45,NA
2006,Maine,Atlantic,"Atlantic, Northwest",trout,trout,"Salmons, trouts, smelts",finfish,food,NA,NA,0,whole pounds,NA,NA,0
2007,Maine,Atlantic,"Atlantic, Northwest",atlantic salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,24253025,lbs harvested,NA,49425.40,11001
2007,Maine,Atlantic,"Atlantic, Northwest",blue mussel,mussel,Mussels,mollusc,food,NA,NA,1896160,whole pounds,NA,791832.94,860.1
2007,Maine,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,2652865,# harvested,NA,NA,NA,1478063.04,NA
2007,Maine,Atlantic,"Atlantic, Northwest",salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,8562277,whole pounds,NA,NA,3883.8
2007,Maine,Atlantic,"Atlantic, Northwest",salmon and trout,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,No Data,No Data,NA,25922294.22,NA
2007,Maine,Atlantic,"Atlantic, Northwest",trout,trout,"Salmons, trouts, smelts",finfish,food,NA,NA,0,whole pounds,NA,NA,0
2008,Maine,Atlantic,"Atlantic, Northwest",atlantic salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,36848019,lbs harvested,NA,79513.18,16714
2008,Maine,Atlantic,"Atlantic, Northwest",blue mussel,mussel,Mussels,mollusc,food,NA,NA,632330,whole pounds,NA,775182.45,286.8
2008,Maine,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,3624787,# harvested,NA,NA,NA,2360654.45,NA
2008,Maine,Atlantic,"Atlantic, Northwest",salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,19873323,whole pounds,NA,NA,9014.4
2008,Maine,Atlantic,"Atlantic, Northwest",salmon and trout,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,No Data,No Data,NA,57930737.13,NA
2008,Maine,Atlantic,"Atlantic, Northwest",trout,trout,"Salmons, trouts, smelts",finfish,food,NA,NA,0,whole pounds,NA,NA,0
2009,Maine,Atlantic,"Atlantic, Northwest",atlantic salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,31027822,lbs harvested,NA,71629.62,14074
2009,Maine,Atlantic,"Atlantic, Northwest",blue mussel,mussel,Mussels,mollusc,food,NA,NA,943504,whole pounds,NA,1377953.46,428
2009,Maine,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,2559594,# harvested,NA,NA,NA,1693432.26,NA
2009,Maine,Atlantic,"Atlantic, Northwest",salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,13559471,whole pounds,NA,NA,6150.5
2009,Maine,Atlantic,"Atlantic, Northwest",salmon and trout,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,No Data,No Data,NA,43627597.65,NA
2009,Maine,Atlantic,"Atlantic, Northwest",trout,trout,"Salmons, trouts, smelts",finfish,food,NA,NA,0,whole pounds,NA,NA,0
2010,Maine,Atlantic,"Atlantic, Northwest",atlantic salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,43067252,lbs harvested,NA,114096.90,19535
2010,Maine,Atlantic,"Atlantic, Northwest",blue mussel,mussel,Mussels,mollusc,food,NA,NA,1402608,whole pounds,NA,1549039.10,636.2
2010,Maine,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,2960326,# harvested,NA,NA,NA,2021465.09,NA
2010,Maine,Atlantic,"Atlantic, Northwest",salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,24530940,whole pounds,NA,NA,11127
2010,Maine,Atlantic,"Atlantic, Northwest",salmon and trout,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,No Data,No Data,NA,84778928.64,NA
2010,Maine,Atlantic,"Atlantic, Northwest",trout,trout,"Salmons, trouts, smelts",finfish,food,NA,NA,0,whole pounds,NA,NA,0
2011,Maine,Atlantic,"Atlantic, Northwest",atlantic salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,40994909,lbs harvested,NA,116211.31,18595
2011,Maine,Atlantic,"Atlantic, Northwest",blue mussel,mussel,Mussels,mollusc,food,NA,NA,710879,whole pounds,NA,950624.42,322.4
2011,Maine,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,1791401,# harvested,NA,NA,NA,1367626.75,NA
2012,Maine,Atlantic,"Atlantic, Northwest",atlantic salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,42538143,lbs harvested,NA,84223.83,19295
2012,Maine,Atlantic,"Atlantic, Northwest",blue mussel,mussel,Mussels,mollusc,food,NA,NA,726108,whole pounds,NA,987931.23,329.4
2012,Maine,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,2875814,# harvested,NA,NA,NA,2025356.11,NA
2013,Maine,Atlantic,"Atlantic, Northwest",atlantic salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,41592361,lbs harvested,NA,112873.39,18866
2013,Maine,Atlantic,"Atlantic, Northwest",blue mussel,mussel,Mussels,mollusc,food,NA,NA,1419188,whole pounds,NA,1987134.53,643.7
2013,Maine,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,4582637,# harvested,NA,NA,NA,3356649.45,NA
2014,Maine,Atlantic,"Atlantic, Northwest",atlantic salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,41268282,lbs harvested,NA,80833.70,18719
2014,Maine,Atlantic,"Atlantic, Northwest",blue mussel,mussel,Mussels,mollusc,food,NA,NA,1560056,whole pounds,NA,2194125.72,707.6
2014,Maine,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,5023530,# harvested,NA,NA,NA,3564604.57,NA
2015,Maine,Atlantic,"Atlantic, Northwest",atlantic salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,41268282,lbs harvested,NA,80681.32,18719
2015,Maine,Atlantic,"Atlantic, Northwest",blue mussel,mussel,Mussels,mollusc,food,NA,NA,1365593,whole pounds,NA,1915624.04,619.4
2015,Maine,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,7600314,# harvested,NA,NA,NA,5187145.09,NA
2015,Maine,Atlantic,"Atlantic, Northwest",marine Algae,seaweed,Aquatic plants,aquatic plant,food,NA,NA,14582,wet weight - pounds,NA,NA,6.6
2016,Maine,Atlantic,"Atlantic, Northwest",atlantic salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,35681775,lbs harvested,NA,70765.35,16185
2016,Maine,Atlantic,"Atlantic, Northwest",blue mussel,mussel,Mussels,mollusc,food,NA,NA,1604648,whole pounds,NA,2145548.92,727.9
2016,Maine,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,8804391,# harvested,NA,NA,NA,6238567.84,NA
2016,Maine,Atlantic,"Atlantic, Northwest",marine Algae,seaweed,Aquatic plants,aquatic plant,food,NA,NA,24004,wet weight - pounds,NA,NA,10.9
2017,Maine,Atlantic,"Atlantic, Northwest",atlantic salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,32374845,lbs harvested,NA,62856.50,14685
2017,Maine,Atlantic,"Atlantic, Northwest",blue mussel,mussel,Mussels,mollusc,food,NA,NA,1603793,whole pounds,NA,2080129.02,727.5
2017,Maine,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,10716197,# harvested,NA,NA,NA,7366579.20,NA
2017,Maine,Atlantic,"Atlantic, Northwest",marine Algae,seaweed,Aquatic plants,aquatic plant,food,NA,NA,45023,wet weight - pounds,NA,NA,20.4
2018,Maine,Atlantic,"Atlantic, Northwest",blue mussel,mussel,Mussels,mollusc,food,NA,NA,2126250,whole pounds,NA,3234580.00,964.4
2018,Maine,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,11891465,# harvested,NA,NA,NA,8054957.00,NA
2018,Maine,Atlantic,"Atlantic, Northwest",marine Algae,seaweed,Aquatic plants,aquatic plant,food,NA,NA,53564,wet weight - pounds,NA,NA,24.3
2013,Maryland,Atlantic,"Atlantic, Northwest",clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,NA,58,NA,NA
2013,Maryland,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,2187900,# sold,NA,NA,22197,1822806.37,NA
2014,Maryland,Atlantic,"Atlantic, Northwest",clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,NA,205,NA,NA
2014,Maryland,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,5017200,# sold,NA,NA,34155,3146485.69,NA
2015,Maryland,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,6068700,# sold,NA,NA,50637,4341815.28,NA
2016,Maryland,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,6975300,# sold,NA,NA,64609,5376863.63,NA
2017,Maryland,Atlantic,"Atlantic, Northwest",clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,NA,64,NA,NA
2017,Maryland,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,8778300,# sold,NA,NA,72721,6045588.48,NA
2018,Maryland,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,7342500,# sold,NA,NA,57543,4755805.00,NA
2005,Massachusetts,Atlantic,"Atlantic, Northwest","clam, quahog, nothern",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1445580,live pounds,NA,2021366.95,655.7
2005,Massachusetts,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,2754269,# harvested,456878,live pounds,NA,1609102.36,207.2
2006,Massachusetts,Atlantic,"Atlantic, Northwest","clam, quahog, nothern",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1534510,live pounds,NA,2078427.68,696
2006,Massachusetts,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,3456898,# harvested,573430,live pounds,NA,1920362.61,260.1
2007,Massachusetts,Atlantic,"Atlantic, Northwest","clam, quahog, nothern",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1654553,live pounds,NA,2336393.20,750.5
2007,Massachusetts,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,5837275,# harvested,968287,live pounds,NA,3633985.75,439.2
2008,Massachusetts,Atlantic,"Atlantic, Northwest","clam, quahog, nothern",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1631689,live pounds,NA,2335323.10,740.1
2008,Massachusetts,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,8137415,# harvested,1349834,live pounds,NA,4895608.41,612.3
2009,Massachusetts,Atlantic,"Atlantic, Northwest","clam, quahog, nothern",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1117377,live pounds,NA,1569485.97,506.8
2009,Massachusetts,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,9494888,# harvested,1575012,live pounds,NA,5612500.53,714.4
2010,Massachusetts,Atlantic,"Atlantic, Northwest","clam, quahog, nothern",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1208164,live pounds,NA,1694998.66,548
2010,Massachusetts,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,11347488,# harvested,1882321,live pounds,NA,6536431.87,853.8
2011,Massachusetts,Atlantic,"Atlantic, Northwest","clam, quahog, nothern",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,987418,live pounds,NA,1395247.75,447.9
2011,Massachusetts,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,13053412,# harvested,2162925,live pounds,NA,6966330.91,981.1
2012,Massachusetts,Atlantic,"Atlantic, Northwest","clam, quahog, nothern",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,637262,live pounds,NA,905758.70,289.1
2012,Massachusetts,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,15858866,# harvested,2624233,live pounds,NA,8780789.70,1190.3
2013,Massachusetts,Atlantic,"Atlantic, Northwest","clam, quahog, nothern",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,553354,live pounds,NA,822739.30,251
2013,Massachusetts,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,16268751,# harvested,2660302,live pounds,NA,9913980.08,1206.7
2014,Massachusetts,Atlantic,"Atlantic, Northwest","clam, quahog, nothern",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,638204,live pounds,NA,927186.68,289.5
2014,Massachusetts,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,23328914,# harvested,3801163,live pounds,NA,14201913.64,1724.2
2015,Massachusetts,Atlantic,"Atlantic, Northwest","clam, quahog, nothern",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1069902,live pounds,NA,1274683.35,485.3
2015,Massachusetts,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,32473513,# harvested,5279150,live pounds,NA,19512567.44,2394.6
2016,Massachusetts,Atlantic,"Atlantic, Northwest","clam, quahog, nothern",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,736679,live pounds,NA,1045580.55,334.2
2016,Massachusetts,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,33149239,# harvested,5365049,live pounds,NA,19692759.58,2433.5
2017,Massachusetts,Atlantic,"Atlantic, Northwest","clam, quahog, nothern",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,382491,live pounds,NA,694170.62,173.5
2017,Massachusetts,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,46637503,# harvested,7529187,live pounds,NA,26462944.26,3415.2
2018,Massachusetts,Atlantic,"Atlantic, Northwest","clam, quahog, nothern",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,347989,live pounds,NA,593097.00,157.8
2018,Massachusetts,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,48011776,# harvested,7786845,live pounds,NA,25968416.00,3532.1
2019,Mississippi,GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,106833,# sold,NA,NA,NA,79326.94,NA
2013,New Hampshire,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,81274,# harvested,NA,NA,NA,61073.44,NA
2014,New Hampshire,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,164965,# harvested,NA,NA,NA,122008.24,NA
2015,New Hampshire,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,207024,# harvested,NA,NA,NA,152826.49,NA
2016,New Hampshire,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,184832,# harvested,NA,NA,NA,134769.26,NA
2017,New Hampshire,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,329156,# harvested,NA,NA,NA,252355.61,NA
2018,New Hampshire,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,439497,# harvested,NA,NA,NA,311039.22,NA
2012,New Jersey,Atlantic,"Atlantic, Northwest",hard clam,clam,"Clams, cockles, arkshells",mollusc,food,4000000,# sold,NA,NA,NA,72204.00,NA
2012,New Jersey,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,1492000,# sold,NA,NA,NA,821506.48,NA
2013,New Jersey,Atlantic,"Atlantic, Northwest",hard clam,clam,"Clams, cockles, arkshells",mollusc,food,9238600,# sold,NA,NA,NA,1641574.09,NA
2013,New Jersey,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,1573000,# sold,NA,NA,NA,927544.62,NA
2014,New Jersey,Atlantic,"Atlantic, Northwest",hard clam,clam,"Clams, cockles, arkshells",mollusc,food,2950000,# sold,NA,NA,NA,621746.00,NA
2014,New Jersey,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,1627669,# sold,NA,NA,NA,1041001.21,NA
2015,New Jersey,Atlantic,"Atlantic, Northwest",hard clam,clam,"Clams, cockles, arkshells",mollusc,food,7776500,# sold,NA,NA,NA,1607519.64,NA
2015,New Jersey,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,1782000,# sold,NA,NA,NA,1188141.87,NA
2016,New Jersey,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,2029500,# sold,NA,NA,NA,1433082.76,NA
2017,New York,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,3583725,# harvested,NA,NA,NA,NA,NA
2018,New York,Atlantic,"Atlantic, Northwest",eastern oyster,oyster,Oysters,mollusc,food,4427830,# harvested,NA,NA,NA,NA,NA
2006,North Carolina,Atlantic,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,lb harvested,No Data,386260.00,NA
2007,North Carolina,Atlantic,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,lb harvested,No Data,326970.00,NA
2008,North Carolina,Atlantic,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,lb harvested,No Data,256520.00,NA
2009,North Carolina,Atlantic,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,lb harvested,No Data,175500.00,NA
2010,North Carolina,Atlantic,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,lb harvested,No Data,288000.00,NA
2011,North Carolina,Atlantic,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,lb harvested,No Data,368280.00,NA
2012,North Carolina,Atlantic,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,lb harvested,No Data,284440.00,NA
2013,North Carolina,Atlantic,"Atlantic, Western Central",blue crab,crab,"Crabs, sea-spiders",crustacea,food,NA,NA,317400,lb harvested,NA,2253020.00,144
2013,North Carolina,Atlantic,"Atlantic, Western Central",hard clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,lb harvested,3540,232848.00,NA
2013,North Carolina,Atlantic,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,lb harvested,14490,334180.00,NA
2014,North Carolina,Atlantic,"Atlantic, Western Central",blue crab,crab,"Crabs, sea-spiders",crustacea,food,NA,NA,367300,lb harvested,NA,2270540.00,166.6
2014,North Carolina,Atlantic,"Atlantic, Western Central",hard clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,lb harvested,3960,236709.10,NA
2014,North Carolina,Atlantic,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,lb harvested,21160,477450.00,NA
2015,North Carolina,Atlantic,"Atlantic, Western Central",blue crab,crab,"Crabs, sea-spiders",crustacea,food,NA,NA,380400,lb harvested,NA,2382750.00,172.5
2015,North Carolina,Atlantic,"Atlantic, Western Central",hard clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,lb harvested,3290,317594.10,NA
2015,North Carolina,Atlantic,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,lb harvested,27600,507261.00,NA
2016,North Carolina,Atlantic,"Atlantic, Western Central",blue crab,crab,"Crabs, sea-spiders",crustacea,food,NA,NA,284800,lb harvested,NA,1652680.00,129.2
2016,North Carolina,Atlantic,"Atlantic, Western Central",hard clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,lb harvested,2710,215999.00,NA
2016,North Carolina,Atlantic,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,lb harvested,55090,112968.00,NA
2017,North Carolina,Atlantic,"Atlantic, Western Central",blue crab,crab,"Crabs, sea-spiders",crustacea,food,NA,NA,428000,lb harvested,NA,3174400.00,194.1
2017,North Carolina,Atlantic,"Atlantic, Western Central",hard clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,lb harvested,2820,178073.60,NA
2017,North Carolina,Atlantic,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,lb harvested,77580,1988608.00,NA
2018,North Carolina,Atlantic,"Atlantic, Western Central",blue crab,crab,"Crabs, sea-spiders",crustacea,food,NA,NA,234500,lb harvested,NA,1500000.00,106.4
